transaction_number,stock_name,type,quantity
173,META,buy,12
174,TSLA,sell,17
175,AMD,buy,14
176,AMZN,sell,20
177,GOOG,buy,16
178,AMZN,sell,13
179,TSLA,sell,6
180,MSFT,sell,19
181,NFLX,sell,6
182,AMZN,buy,18
183,AMD,buy,20
184,MSFT,buy,15
185,IBM,sell,17
186,META,buy,7
187,NFLX,buy,12
188,NFLX,buy,8
189,NFLX,sell,19
190,AMD,buy,14
191,MSFT,sell,6
192,MSFT,sell,6
193,META,buy,5
194,AMD,sell,10
195,NVDA,buy,17
196,MSFT,sell,18
197,AMD,sell,15
198,TSLA,sell,7
199,TSLA,sell,3
200,META,buy,12
201,IBM,buy,4
202,AMD,sell,11
203,IBM,buy,8
204,NFLX,buy,17
205,NVDA,sell,12
206,APPL,sell,9
207,APPL,buy,18
208,TSLA,sell,8
209,META,buy,13
210,NFLX,buy,15
211,META,sell,4
212,IBM,buy,7
213,TSLA,sell,13
214,AMD,sell,11
215,NFLX,buy,4
216,IBM,sell,2
217,APPL,buy,5
218,IBM,buy,3
219,AMD,buy,3
220,APPL,sell,20
221,NFLX,buy,3
222,AMD,sell,3
223,APPL,buy,12
224,NVDA,sell,7
225,META,buy,15
226,MSFT,sell,11
227,NFLX,buy,17
228,APPL,buy,4
229,AMZN,sell,18
230,APPL,buy,1
231,META,sell,4
232,NFLX,sell,8
233,AMZN,buy,11
234,TSLA,buy,17
235,AMZN,sell,6
236,IBM,buy,9
237,IBM,buy,5
238,APPL,buy,3
239,AMD,sell,11
240,AMD,sell,16
241,MSFT,sell,20
242,APPL,sell,5
243,NVDA,sell,15
244,AMZN,buy,13
245,NVDA,buy,5
246,MSFT,buy,4
247,META,sell,4
248,TSLA,buy,4
249,NFLX,sell,8
250,NVDA,sell,9
251,NFLX,sell,1
252,AMZN,buy,11
253,META,buy,18
254,AMZN,sell,19
255,AMD,buy,20
256,META,buy,8
257,APPL,sell,13
258,AMZN,buy,15
259,GOOG,sell,8
260,META,buy,10
261,NVDA,sell,4
262,APPL,sell,15
263,APPL,sell,8
264,NFLX,buy,4
265,APPL,sell,11
266,AMD,buy,19
267,APPL,buy,6
268,NVDA,buy,4
269,MSFT,buy,1
270,AMZN,sell,7
271,GOOG,sell,6
272,APPL,buy,8
273,IBM,buy,17
274,GOOG,buy,8
275,NVDA,buy,15
276,APPL,sell,5
277,META,buy,16
278,AMD,sell,18
279,MSFT,sell,16
280,GOOG,sell,2
281,NVDA,sell,10
282,AMZN,sell,2
283,APPL,buy,6
284,NVDA,sell,20
285,MSFT,buy,10
286,NFLX,sell,14
287,META,buy,12
288,APPL,sell,15
289,MSFT,buy,16
290,TSLA,sell,7
291,AMD,sell,5
292,AMZN,sell,15
293,GOOG,buy,17
294,TSLA,buy,6
295,TSLA,sell,6
296,AMZN,sell,11
297,NVDA,buy,20
298,APPL,buy,17
299,META,sell,3
300,NVDA,sell,10
301,MSFT,sell,14
302,META,buy,12
303,AMZN,sell,3
304,TSLA,sell,13
305,TSLA,sell,18
306,APPL,buy,5
307,AMZN,sell,5
308,META,sell,8
309,AMZN,sell,10
310,MSFT,sell,9
311,MSFT,sell,6
312,GOOG,sell,16
313,NVDA,sell,14
314,TSLA,sell,8
315,AMZN,buy,6
316,AMD,buy,3
317,TSLA,buy,20
318,MSFT,buy,20
319,TSLA,sell,15
320,META,buy,13
321,NFLX,sell,9
322,GOOG,buy,18
323,AMZN,sell,3
324,APPL,sell,7
325,IBM,sell,12
326,META,sell,7
327,APPL,sell,5
328,AMD,buy,5
329,AMZN,buy,4
330,IBM,sell,7
331,IBM,buy,10
332,NFLX,buy,13
333,TSLA,sell,12
334,NFLX,buy,10
335,TSLA,sell,16
336,META,sell,18
337,IBM,buy,5
338,NVDA,sell,13
339,APPL,sell,4
340,AMD,sell,20
341,IBM,buy,6
342,MSFT,sell,1
343,APPL,buy,2
344,NFLX,buy,12
345,META,sell,8
346,MSFT,buy,7
347,AMD,buy,3
348,TSLA,buy,4
349,NFLX,sell,18
350,MSFT,buy,13
351,AMD,buy,2
352,GOOG,sell,6
353,META,sell,7
354,NVDA,sell,14
355,APPL,buy,14
356,NFLX,buy,19
357,GOOG,buy,4
358,IBM,buy,5
359,TSLA,buy,15
360,META,buy,18
361,MSFT,sell,9
362,MSFT,sell,12
363,AMD,buy,9
364,META,sell,14
365,APPL,sell,13
366,AMZN,sell,4
367,MSFT,buy,5
368,AMZN,sell,2
369,MSFT,buy,6
370,MSFT,sell,14
371,AMZN,buy,4
372,NVDA,buy,12
373,AMD,sell,10
374,TSLA,sell,19
375,APPL,sell,2
376,META,buy,10
377,APPL,buy,10
378,MSFT,sell,3
379,AMD,sell,3
380,APPL,sell,14
381,MSFT,sell,13
382,AMD,sell,15
383,APPL,sell,18
384,AMZN,buy,12
385,AMD,buy,5
386,NFLX,sell,17
387,META,sell,6
388,NVDA,buy,19
389,APPL,buy,20
390,MSFT,sell,1
391,NVDA,sell,1
392,NFLX,sell,11
393,MSFT,buy,19
394,IBM,sell,19
395,NVDA,sell,20
396,IBM,buy,19
397,META,sell,12
398,TSLA,buy,10
399,APPL,buy,12
400,TSLA,buy,2
401,NVDA,buy,16
402,AMZN,buy,3
403,AMD,sell,1
404,TSLA,sell,13
405,AMZN,buy,1
406,MSFT,buy,15
407,AMZN,sell,4
408,AMZN,sell,13
409,MSFT,sell,10
410,AMZN,sell,12
411,IBM,buy,12
412,META,sell,11
413,AMZN,sell,13
414,META,buy,8
415,AMZN,sell,20
416,META,buy,19
417,APPL,buy,3
418,AMD,buy,14
419,NVDA,buy,6
420,AMD,sell,13
421,IBM,buy,7
422,IBM,sell,10
423,IBM,sell,3
424,META,buy,7
425,NVDA,buy,4
426,AMZN,sell,6
427,GOOG,sell,18
428,NVDA,sell,12
429,MSFT,sell,8
430,META,sell,15
431,TSLA,sell,16
432,GOOG,sell,10
433,MSFT,buy,14
434,MSFT,buy,10
435,APPL,buy,8
436,META,sell,4
437,MSFT,buy,14
438,GOOG,sell,8
439,NVDA,buy,20
440,APPL,buy,14
441,META,sell,11
442,NVDA,sell,20
443,TSLA,buy,5
444,TSLA,sell,9
445,IBM,buy,16
446,AMZN,buy,13
447,AMZN,buy,10
448,MSFT,buy,12
449,META,sell,19
450,NVDA,sell,17
451,NFLX,buy,1
452,MSFT,sell,2
453,AMD,buy,3
